0.0    0.0    1.0
0.0    0.6    0.82533561491
0.0    1.2    0.362357754477
0.0    1.8    -0.227202094693
0.0    2.4    -0.737393715541
0.0    3.0    -0.9899924966
0.0    3.6    -0.896758416334
0.0    4.2    -0.490260821341
0.0    4.8    0.0874989834394
0.0    5.4    0.634692875943
0.0    6.0    0.96017028665
0.0    6.6    0.950232591959
0.0    7.2    0.608351314532
0.0    7.8    0.0539554205626
0.0    8.4    -0.519288654117
0.0    9.0    -0.911130261885
0.3    0.0    0.955336489126
0.3    0.6    0.788473228698
0.3    1.2    0.346173584969
0.3    1.8    -0.217054451466
0.3    2.4    -0.704459123308
0.3    3.0    -0.945775955963
0.3    3.6    -0.856706037055
0.3    4.2    -0.468364051815
0.3    4.8    0.0835909716411
0.3    5.4    0.606345263776
0.3    6.0    0.917285710611
0.3    6.6    0.907791868254
0.3    7.2    0.58118020898
0.3    7.8    0.0515455820496
0.3    8.4    -0.496095399667
0.3    9.0    -0.870435985525
0.6    0.0    0.82533561491
0.6    0.6    0.681178877238
0.6    1.2    0.299066760108
0.6    1.8    -0.187517980532
0.6    2.4    -0.608597295647
0.6    3.0    -0.817076065938
0.6    3.6    -0.740126658971
0.6    4.2    -0.404629716447
0.6    4.8    0.072216027301
0.6    5.4    0.523834635045
0.6    6.0    0.792462733951
0.6    6.6    0.784260800591
0.6    7.2    0.502094006261
0.6    7.8    0.0445313302078
0.6    8.4    -0.428587420661
0.6    9.0    -0.751988254955
0.9    0.0    0.621609968271
0.9    0.6    0.513036845397
0.9    1.2    0.225245192263
0.9    1.8    -0.141231086873
0.9    2.4    -0.458371284121
0.9    3.0    -0.6153892044
0.9    3.6    -0.557433970724
0.9    4.2    -0.304751013598
0.9    4.8    0.0543902403195
0.9    5.4    0.394531418476
0.9    6.0    0.596851421419
0.9    6.6    0.590674051337
0.9    7.2    0.378157241324
0.9    7.8    0.033539227264
0.9    8.4    -0.322795003809
0.9    9.0    -0.566367653181
1.2    0.0    0.362357754477
1.2    0.6    0.299066760108
1.2    1.2    0.131303142229
1.2    1.8    -0.0823284408454
1.2    2.4    -0.267200330929
1.2    3.0    -0.358731458017
1.2    3.6    -0.324947366051
1.2    4.2    -0.177649810329
1.2    4.8    0.0317059351581
1.2    5.4    0.229985885309
1.2    6.0    0.347925148986
1.2    6.6    0.344324148253
1.2    7.2    0.220440816267
1.2    7.8    0.0195511650369
1.2    8.4    -0.188168270631
1.2    9.0    -0.330155115732
1.5    0.0    0.0707372016677
1.5    0.6    0.0583819318354
1.5    1.2    0.0256321735543
1.5    1.8    -0.0160716403916
1.5    2.4    -0.0521611679647
1.5    3.0    -0.0700292988815
1.5    3.6    -0.0634341809434
1.5    4.2    -0.034679678589
1.5    4.8    0.00618943323728
1.5    5.4    0.0448963979626
1.5    6.0    0.0679197592021
1.5    6.6    0.0672167944886
1.5    7.2    0.0430330696209
1.5    7.8    0.00381665546541
1.5    8.4    -0.03673302625
1.5    9.0    -0.0644508050805
1.8    0.0    -0.227202094693
1.8    0.6    -0.187517980532
1.8    1.2    -0.0823284408454
1.8    1.8    0.0516207918329
1.8    2.4    0.167537396784
1.8    3.0    0.224928368958
1.8    3.6    0.203745390625
1.8    4.2    0.111388285555
1.8    4.8    -0.019879952321
1.8    5.4    -0.144203550901
1.8    6.0    -0.218152700389
1.8    6.6    -0.215894835339
1.8    7.2    -0.138218692971
1.8    7.8    -0.0122587845719
1.8    8.4    0.117983469966
1.8    9.0    0.207010704038
2.1    0.0    -0.5048461046
2.1    0.6    -0.416667470175
2.1    1.2    -0.182934900819
2.1    1.8    0.114702092463
2.1    2.4    0.372270344847
2.1    3.0    0.499793855492
2.1    3.6    0.452724993253
2.1    4.2    0.247506265892
2.1    4.8    -0.0441735209459
2.1    5.4    -0.320422226037
2.1    6.0    -0.484738228968
